age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
65,1,19,1,5500,23,0,40,2,1,0
50,1,21,1,3149,10,0,40,2,1,0
44,1,16,1,9184,8,1,40,1,1,0
40,1,11,1,4037,320,0,40,2,8,0
60,1,20,1,4892,37,1,40,2,1,1
33,1,19,1,4029,231,1,11,2,6,0
63,1,16,1,6094,37,1,40,2,1,0
34,1,21,1,5753,214,10,40,2,6,0
51,1,16,3,5865,26,0,40,2,1,0
45,1,16,1,7944,19,0,50,1,1,1
59,1,19,1,4559,23,0,40,1,1,0
62,1,19,1,5618,38,0,40,2,1,0
48,1,16,5,5812,42,0,40,1,1,1
24,1,19,5,3830,10,12,40,2,1,0
42,1,19,3,7517,7,13,40,1,1,1
19,1,19,5,4713,24,2,31,2,1,0
37,1,16,1,8863,48,1,40,1,1,0
44,1,21,1,2313,8,1,40,2,1,0
28,1,16,1,6055,17,1,30,2,1,0
51,1,16,1,4031,27,1,40,2,1,0
28,1,18,5,4722,38,0,40,1,1,0
45,1,16,1,5282,7,1,40,2,1,0
49,1,16,1,4211,321,1,40,2,1,0
63,1,19,1,268,38,1,40,1,1,1
61,1,18,1,4858,15,0,40,1,1,0
30,1,20,5,5843,36,13,40,1,1,0
30,1,19,1,5826,8,1,15,2,1,0
41,1,19,1,6030,6,1,40,2,1,0
20,1,19,5,4754,5,16,40,1,1,0
41,1,19,1,556,8,0,40,1,1,1
24,1,16,3,9478,19,10,40,1,1,0
25,3,21,1,2439,5,10,12,2,1,0
20,1,19,5,4767,20,16,9,1,1,0
26,1,21,3,2272,7,12,40,2,1,0
22,2,22,5,2322,31,12,7,2,1,0
44,2,21,5,2549,24,0,40,2,1,1
62,1,16,1,5971,29,0,40,1,1,0
18,1,19,5,4460,37,17,12,1,1,0
41,1,21,1,3221,38,1,40,2,1,0
28,1,16,1,2409,43,1,8,2,1,0
40,1,21,1,2860,7,0,40,1,1,1
63,1,18,3,6427,20,0,40,1,1,1
46,1,21,1,688,39,0,40,1,1,1
29,3,22,1,2513,34,1,40,2,1,0
53,1,17,1,9269,19,0,40,1,1,0
55,1,16,3,7963,4,0,50,1,1,1
45,1,22,3,3180,39,0,40,2,1,1
45,1,22,1,924,4,0,50,1,1,1
38,1,21,1,3940,17,0,40,1,1,0
55,1,16,1,6478,36,1,40,1,1,0
27,1,19,1,6437,42,9,40,1,1,0
20,1,19,5,5492,20,13,40,1,1,0
37,1,21,1,4812,37,0,40,1,1,1
23,1,21,1,5419,37,10,40,2,1,0
28,1,16,1,4107,13,1,11,2,1,0
35,1,16,5,7686,9,0,40,1,1,0
56,1,20,1,3521,26,1,40,2,1,1
44,1,21,1,423,7,0,40,1,1,1
37,1,21,1,5097,10,0,40,2,1,0
41,1,21,3,348,21,0,40,1,1,1
45,1,21,1,156,33,1,40,1,1,1
54,1,18,1,6197,21,1,40,2,1,0
52,1,16,1,3995,23,1,40,2,1,0
26,1,19,5,5589,15,0,40,2,1,0
31,1,19,1,5926,213,9,40,2,6,0
28,1,19,5,5093,7,13,40,2,1,0
53,1,21,1,277,40,0,40,1,1,1
21,1,21,5,4888,25,0,40,1,1,0
41,1,22,1,404,33,0,40,1,1,1
46,1,19,1,6206,32,1,40,1,1,0
38,1,21,1,415,37,0,40,1,1,1
18,1,14,5,4340,16,16,14,1,1,0
41,1,21,1,155,32,0,50,1,1,1
52,1,21,5,3538,39,0,40,2,1,1
21,1,19,5,6064,37,2,40,1,1,0
28,1,16,5,6018,296,0,40,1,8,0
18,1,14,5,4156,35,17,10,2,1,0
30,1,21,5,3114,6,0,40,1,1,0
26,1,19,1,6092,23,0,12,2,1,0
35,1,21,1,1210,25,0,40,1,1,1
47,1,19,1,4994,219,1,40,1,1,0
33,1,19,1,5758,8,10,40,2,1,0
29,1,22,1,1321,39,0,40,1,1,1
50,1,20,1,10,25,0,50,1,1,1
20,1,19,5,4674,27,17,13,1,1,0
46,3,22,1,2396,239,0,40,2,6,1
48,1,18,1,5415,37,1,40,2,1,0
63,3,22,1,2388,16,0,40,2,1,1
27,1,19,1,6131,34,0,40,2,1,0
53,1,16,1,5318,12,1,40,1,1,0
19,1,18,5,4938,14,2,31,2,1,0
54,1,16,3,430,33,0,40,1,1,1
44,1,19,1,5200,4,0,40,2,1,0
50,1,22,1,3247,34,1,40,2,1,1
32,1,19,5,4909,22,0,40,1,1,0
39,1,21,1,1072,39,0,40,2,1,1
31,1,16,1,2551,39,1,16,2,1,0
42,1,21,1,5568,230,0,40,1,1,1
40,1,19,1,5402,5,1,40,1,1,1
55,1,16,1,6941,37,1,40,1,1,1
18,1,19,5,4083,51,17,40,1,1,0
45,1,21,1,360,37,1,50,1,1,1
18,1,16,5,3920,50,17,10,1,1,0
18,1,19,5,4554,3,2,13,1,1,0
31,1,21,5,889,35,13,40,1,1,1
27,1,9,5,9097,304,13,40,1,1,0
30,1,18,5,6581,13,0,40,1,1,0
26,1,19,5,5638,37,13,40,1,1,0
53,1,16,1,7358,4,0,40,1,1,1
23,2,22,1,2166,37,10,6,2,1,0
24,1,16,5,9348,32,0,40,1,1,0
59,1,21,1,3765,16,1,34,2,1,0
27,1,16,5,4191,326,10,40,1,1,0
56,1,16,3,4929,39,0,40,1,1,1
54,1,21,3,228,42,0,40,1,1,1
39,1,19,3,6005,34,0,40,1,1,0
22,1,18,5,4572,28,2,10,1,1,0
33,1,21,1,2460,39,0,40,2,1,1
29,1,17,3,4050,27,16,40,2,1,0
22,1,19,5,4628,6,2,8,2,1,0
27,1,21,3,3284,5,0,35,2,1,0
57,1,16,1,5955,39,1,40,2,1,0
30,1,19,1,4942,14,9,40,1,1,0
25,1,19,5,5223,23,13,40,1,1,0
24,1,16,3,6567,17,0,40,1,1,0
46,1,22,1,2509,230,0,40,2,6,0
34,1,19,1,5769,7,1,40,2,1,0
21,1,16,5,4036,51,2,18,2,1,0
61,1,21,1,3045,39,1,40,2,1,0
29,1,16,5,5973,316,0,40,1,1,0
45,1,21,1,646,28,0,50,1,1,1
19,1,19,5,4017,37,17,1,2,1,0
34,1,21,3,1801,6,13,40,1,1,1
62,1,16,1,4041,43,0,13,2,1,0
60,1,16,1,5488,42,1,40,2,1,0
22,1,19,5,9466,53,2,40,1,1,0
26,2,21,1,1932,27,1,40,2,1,0
53,7,22,1,10,41,0,51,1,1,1
57,1,16,1,7117,28,1,40,1,1,1
43,1,21,3,749,35,0,40,1,1,1
32,3,21,3,2483,35,10,7,2,1,0
29,1,19,5,4722,20,0,40,2,1,0
18,1,18,5,6426,37,17,12,2,1,0
32,1,19,5,5709,24,13,40,1,1,0
20,1,18,1,4159,21,0,40,2,1,0
31,1,21,5,4947,30,13,40,2,1,0
52,1,16,1,6572,2,1,40,1,1,1
60,1,16,1,5341,34,0,40,2,1,0
47,1,21,1,4773,300,1,40,2,6,1
26,1,16,1,4055,42,1,40,2,1,0
17,1,14,5,4145,229,4,12,1,6,0
37,1,22,1,2118,34,0,40,2,1,1
35,1,21,5,1465,26,0,40,1,1,1
49,3,21,1,2404,29,1,14,2,1,0
54,1,19,1,5368,4,0,40,2,1,1
50,1,19,1,72,39,1,50,1,1,1
59,1,21,1,3489,21,0,40,2,1,0
36,1,19,1,5283,18,1,40,1,1,1
26,1,16,1,5478,31,0,40,2,1,0
32,1,21,1,4799,18,1,40,2,1,0
35,1,21,5,4942,2,13,40,1,1,1
63,1,16,1,3599,36,0,33,2,1,0
54,1,13,1,6520,22,1,40,2,1,0
25,1,19,5,3718,41,2,7,2,1,0
24,2,22,1,1926,2,0,10,2,1,0
25,1,17,5,9289,14,2,40,1,1,0
22,1,19,5,5145,23,2,40,2,1,0
21,1,13,5,3970,315,17,40,1,1,0
69,1,21,3,5357,37,0,33,2,1,0
48,1,21,1,219,35,0,50,1,1,1
50,1,21,1,386,43,1,50,1,1,1
30,1,21,5,918,33,13,40,1,1,0
35,1,21,1,3526,40,1,10,2,1,0
28,1,20,1,6406,4,1,40,2,1,0
26,1,16,3,4180,26,16,40,1,1,0
43,3,22,1,2483,35,1,40,2,1,0
27,1,19,1,5457,49,10,33,2,1,0
49,1,16,3,375,7,0,40,1,1,1
36,1,16,5,4365,5,0,40,1,1,0
36,1,21,5,3177,5,0,40,1,1,1
54,1,16,1,5484,39,0,40,1,1,1
28,1,21,1,3240,11,10,40,2,1,0
43,1,21,1,437,30,0,40,2,1,1
42,1,11,1,9040,319,1,40,1,8,0
30,1,16,5,7329,35,0,40,1,1,1
31,1,21,1,1420,42,1,40,1,1,1
50,1,16,5,6197,39,0,40,1,1,1
35,1,19,1,5827,24,1,40,1,1,0
50,1,21,1,220,43,0,50,1,1,1
24,1,21,3,5998,5,0,40,1,1,0
64,1,16,1,5269,37,0,40,2,1,0
48,1,21,3,40,6,0,40,1,1,1
22,1,19,5,4229,23,12,40,1,1,0
37,1,19,5,6029,33,0,40,1,1,1
23,1,16,5,2477,4,17,10,2,1,0
30,1,18,5,5464,12,0,40,2,1,0
42,1,21,1,686,39,0,50,1,1,1
67,2,21,1,2183,23,1,10,2,1,0
46,1,16,1,7178,5,0,40,1,1,1
60,1,19,1,5343,38,0,40,1,1,0
34,1,19,3,9484,319,13,40,1,1,1
19,1,19,5,4244,9,17,12,1,6,0
31,1,21,5,727,14,0,40,1,1,1
32,3,21,1,2253,233,1,40,2,6,1
31,1,21,5,687,37,0,40,1,1,1
22,1,19,5,5437,10,13,40,2,1,0
58,1,20,1,316,9,1,40,2,1,1
34,1,21,3,4685,12,0,40,2,1,0
20,1,16,5,4066,14,2,7,1,1,0
40,1,16,1,6229,8,1,40,1,1,0
44,1,16,1,6412,17,0,40,1,1,0
57,1,16,3,10,8,0,40,1,1,1
41,1,19,1,8076,16,0,40,1,1,1
60,1,10,1,4174,37,1,7,2,1,0
55,1,19,1,5898,25,1,40,1,1,1
54,1,16,1,296,41,1,40,1,1,1
60,1,20,1,3275,13,1,40,2,1,0
26,1,16,1,4393,16,1,7,2,1,0
49,1,19,1,5728,38,1,40,1,1,0
25,1,19,5,4707,38,17,34,2,1,0
55,1,16,1,6952,16,1,40,1,1,1
21,1,16,5,5137,35,13,40,1,1,0
30,1,21,3,1936,3,0,40,2,1,1
66,1,18,1,4656,40,0,9,2,1,0
19,1,16,5,4119,214,17,9,1,6,0
38,3,22,1,2242,3,1,6,2,1,0
49,1,20,1,2169,17,1,11,2,1,0
54,1,16,1,6066,37,1,40,2,1,0
34,1,22,5,343,25,0,40,1,1,1
57,1,21,1,2520,31,1,40,2,1,0
28,1,21,5,3201,3,13,40,2,6,0
19,1,19,5,5841,9,2,40,2,1,0
42,1,21,1,2223,36,1,40,1,1,1
57,1,19,1,4606,27,0,40,2,1,0
45,1,19,1,5752,8,1,40,2,1,0
26,1,19,1,4909,4,10,40,2,1,0
31,1,19,1,6740,43,0,10,2,1,0
18,1,16,5,4172,52,2,12,1,1,0
70,1,21,1,3272,22,1,40,2,1,0
26,1,16,1,5585,41,0,40,2,1,0
34,1,19,5,7338,12,0,40,1,1,0
27,1,16,3,5060,307,0,40,1,1,0
18,1,19,5,2415,15,2,11,2,1,0
22,1,16,5,4179,24,12,40,1,1,0
45,1,10,1,4088,296,10,30,2,1,0
29,1,19,3,5821,11,0,40,2,1,0
17,1,21,5,1826,26,2,10,2,1,0
34,1,19,1,6279,4,1,40,2,1,0
57,1,18,3,3783,15,0,14,2,1,0
54,1,19,1,5320,14,1,40,1,1,1
54,1,19,1,383,41,1,40,1,1,1
58,1,21,5,285,39,0,40,2,1,1
28,1,20,1,4843,29,1,15,2,1,0
41,1,22,5,3261,9,0,40,2,1,1
57,1,16,1,4164,37,1,40,2,1,0
49,1,22,1,3097,40,0,40,2,1,1
28,1,16,1,5795,19,15,40,1,1,0
59,1,16,1,5530,36,0,40,1,1,0
25,1,21,5,5110,29,0,40,2,1,0
24,1,19,5,4815,25,2,40,1,1,0
65,3,22,1,2382,20,0,40,2,1,0
52,1,16,1,7669,39,0,40,1,1,1
27,1,19,5,5951,10,13,40,2,1,0
22,1,19,5,4679,7,17,31,2,1,0
25,1,21,5,2179,42,0,40,2,1,0
44,7,21,1,203,29,0,50,1,1,1
50,1,20,3,501,26,0,40,1,1,1
50,1,21,1,3145,26,1,40,2,1,1
46,1,21,1,202,14,1,50,1,1,1
25,1,21,5,3146,37,0,40,2,1,0
44,1,22,1,3495,218,0,40,2,6,1
39,1,19,1,6109,305,0,40,1,1,0
59,1,16,1,4233,11,1,40,2,1,0
45,1,21,1,4687,4,0,40,2,1,1
55,1,16,1,9525,37,0,40,1,1,0
40,1,21,1,935,36,1,40,1,1,1
42,1,16,5,4158,40,13,40,2,1,0
29,1,11,5,4390,6,0,40,2,1,0
20,1,19,5,4716,18,2,7,1,1,0
66,1,16,1,3918,27,0,16,2,1,0
40,1,16,5,9181,38,0,40,1,1,0
30,1,16,3,4213,195,6,30,2,6,0
18,1,12,5,3931,217,2,14,1,6,0
57,1,19,1,2430,10,1,6,2,1,0
20,1,19,5,2622,6,16,5,1,1,0
65,1,21,1,4841,11,0,40,2,1,0
30,1,19,5,5938,44,13,35,2,1,0
20,1,13,5,4167,50,2,40,1,1,0
43,1,18,1,5287,3,0,40,1,1,1
59,1,16,1,2609,38,1,8,2,1,0
50,1,20,5,5884,41,0,40,2,1,1
19,1,19,5,5413,4,17,32,2,1,0
36,1,21,1,785,24,1,40,1,1,1
41,1,21,1,1616,38,1,40,1,1,1
