age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
47,1,20,1,6248,226,1,40,2,6,0
44,1,16,5,5469,46,13,54,1,1,1
37,3,22,1,2468,51,1,8,1,1,0
56,7,24,1,5170,84,0,45,2,1,1
36,1,16,3,6219,6,0,40,1,2,1
63,2,21,1,2236,19,1,7,2,1,0
25,1,20,5,4564,53,0,52,1,1,0
47,4,21,1,719,7,1,14,2,2,0
47,1,24,1,3137,48,1,40,2,1,1
58,6,19,1,2407,16,1,11,2,1,0
74,4,20,1,2653,23,1,10,2,1,0
19,1,16,5,9104,6,17,8,1,1,0
68,7,21,1,185,36,1,50,2,1,1
57,5,21,1,1303,18,0,40,1,1,1
32,1,22,1,48,226,1,40,2,6,0
38,1,16,5,8178,5,2,45,1,2,0
62,6,21,1,6284,22,1,40,1,1,1
66,5,18,5,5602,19,16,40,1,1,0
43,1,22,1,5598,3,0,40,2,1,0
45,1,20,1,6329,282,1,31,2,6,0
57,1,18,1,636,37,0,45,1,1,1
49,4,22,1,2080,41,1,11,2,1,0
59,1,16,2,7645,25,0,40,2,1,1
21,1,18,5,4751,20,16,6,2,3,0
54,8,16,5,4668,28,2,10,2,1,0
47,1,20,1,4162,14,0,40,2,2,0
66,4,21,1,3472,42,0,11,2,1,0
34,2,24,1,29,38,1,50,1,1,1
27,1,21,1,1280,212,0,40,2,6,0
53,1,20,1,9659,9,0,40,2,1,0
58,6,20,1,417,51,1,44,2,1,0
73,1,20,2,4910,20,12,8,2,1,0
42,1,21,1,212,24,1,40,1,1,1
30,4,22,5,2291,17,0,40,2,1,0
64,5,19,2,733,53,0,40,1,2,1
44,5,16,5,4787,290,0,28,1,2,0
30,1,24,1,4607,13,1,40,2,6,0
41,1,21,1,4670,195,1,50,2,1,0
69,6,19,1,5998,15,0,40,2,1,0
45,1,16,3,4962,25,0,40,2,2,0
27,1,20,3,5448,10,1,40,2,1,0
46,1,16,3,4301,21,0,28,2,2,0
54,1,16,4,8992,41,10,40,1,2,0
63,1,16,4,5481,40,0,19,2,1,0
66,2,21,1,1983,53,1,50,1,1,1
21,1,16,5,4749,5,17,3,1,7,0
39,4,22,5,5245,27,1,9,2,1,0
66,6,19,3,4698,23,0,40,1,2,1
18,1,21,5,1047,25,13,32,1,1,0
18,1,14,5,2412,3,16,40,1,1,0
36,1,16,5,5953,311,16,13,2,1,0
66,4,21,1,1940,43,1,39,1,1,0
59,5,21,1,4980,26,0,40,1,1,1
27,1,21,1,361,23,0,43,2,1,1
59,1,20,1,4123,36,1,46,1,1,1
45,1,21,5,1403,48,0,33,2,1,0
65,5,16,3,9244,41,0,40,2,1,0
34,1,18,5,4793,10,6,40,2,9,0
70,1,16,3,7338,30,0,7,1,1,0
45,7,20,1,5785,50,0,25,2,1,0
26,5,16,5,238,27,2,50,2,1,0
44,1,16,1,4161,229,2,40,1,6,0
61,4,21,1,2454,35,1,40,2,1,1
31,1,19,1,5999,48,0,45,1,1,1
40,1,16,1,3762,19,1,40,2,6,0
19,5,14,5,4253,327,6,6,1,9,0
47,1,19,1,4794,19,1,40,2,1,0
17,1,16,5,9745,10,2,40,1,1,0
75,1,16,2,8144,21,0,40,2,1,1
48,5,21,1,1321,49,0,40,1,1,1
27,1,22,5,2293,7,1,40,1,3,0
36,1,18,5,4320,15,13,6,2,6,0
28,1,21,5,1123,8,0,40,1,2,1
35,1,18,1,9452,17,17,40,1,1,0
60,1,16,5,9553,56,0,40,1,1,1
37,1,17,5,5809,32,16,7,2,1,0
33,1,20,3,4103,19,0,33,2,1,0
59,1,20,3,5368,9,0,51,1,2,1
34,5,18,3,9303,3,0,40,1,9,1
44,1,16,5,5220,7,0,40,1,1,0
35,7,20,1,4704,14,1,10,2,1,0
55,1,16,1,5797,18,1,40,2,1,0
24,1,22,5,2085,18,12,13,2,1,0
57,1,16,4,5098,5,0,40,2,2,1
44,1,16,1,5295,358,1,40,2,1,0
46,6,20,1,9145,16,0,60,1,2,0
34,2,21,1,10,21,1,45,1,1,1
46,1,16,1,6794,28,0,52,1,1,1
59,1,20,1,1044,21,0,45,1,1,1
55,3,20,1,5569,18,0,35,1,2,0
53,4,22,1,2151,4,1,6,2,1,0
38,1,16,4,4979,9,0,75,2,2,1
49,1,21,1,2987,14,0,50,1,1,1
61,4,22,1,1977,10,1,40,2,1,0
35,1,18,5,4486,202,2,49,2,6,0
50,7,20,2,7558,19,0,47,1,3,1
60,1,20,1,10,51,0,40,1,1,1
34,1,16,5,5685,47,17,31,1,3,0
70,2,22,1,2352,4,0,9,2,1,1
71,1,16,1,5766,4,0,45,2,1,1
26,1,16,5,5455,34,2,40,1,3,0
43,1,20,1,4749,34,0,49,2,6,1
21,1,20,5,4149,58,6,12,1,7,0
67,1,21,1,526,211,1,40,2,6,1
68,1,10,3,9709,310,0,40,1,8,0
37,1,20,1,4223,25,0,20,2,1,0
22,1,16,5,6448,34,2,40,2,1,0
53,4,19,1,1994,25,1,50,1,1,0
76,1,16,2,5127,24,0,12,1,1,1
62,1,22,1,3778,32,1,34,2,6,0
61,4,22,1,2251,26,1,10,2,1,0
52,1,16,1,6021,40,0,40,2,1,0
60,4,20,3,618,8,13,40,1,1,1
20,1,16,5,4598,8,13,46,1,1,0
41,1,16,1,9365,50,1,40,1,2,1
66,1,18,2,1278,37,0,40,1,1,1
53,5,18,1,5851,16,0,8,2,2,0
38,1,16,5,4661,32,2,40,2,1,0
59,1,18,4,9187,22,0,40,1,2,1
52,7,18,1,3361,11,0,45,1,3,1
69,6,23,1,8933,15,0,59,1,1,0
43,1,16,3,6758,38,12,40,1,6,0
63,1,16,2,4767,20,0,46,1,1,0
64,1,21,2,10,12,0,50,2,1,1
71,1,21,1,4103,32,0,40,1,9,1
18,3,19,5,4232,26,16,30,1,9,0
48,1,19,3,4968,53,0,40,2,2,0
36,6,18,1,4850,28,1,40,2,1,0
50,1,16,1,5125,16,0,40,1,1,0
64,1,23,1,5720,57,1,40,1,1,1
40,1,16,5,8829,20,0,46,1,1,1
66,2,22,1,2518,11,1,40,2,1,1
62,1,21,2,9724,362,0,40,2,1,0
64,1,16,1,896,73,1,57,2,1,0
27,1,21,1,1254,219,0,40,2,6,1
72,1,23,1,461,32,1,40,2,1,1
48,1,21,5,1324,227,13,59,1,6,0
41,1,19,2,4828,42,0,40,2,2,1
36,1,12,1,9687,318,0,40,1,8,0
41,1,21,1,3953,24,1,40,2,6,0
33,4,22,1,2307,7,1,40,1,1,1
63,6,20,2,6024,17,0,30,1,1,1
40,1,12,1,1394,212,1,40,1,6,0
32,1,16,5,6425,204,1,40,2,6,0
26,1,16,5,4698,11,1,32,2,9,0
50,1,20,1,4794,34,1,40,1,2,1
34,1,23,1,4586,15,0,40,2,1,1
36,1,20,1,5904,39,0,50,2,1,0
52,4,24,1,2331,13,1,40,2,1,0
68,1,24,1,4638,25,0,40,2,1,1
43,1,16,3,4264,310,0,29,2,8,0
56,1,20,1,769,17,0,40,2,1,0
37,2,21,1,5071,12,13,50,1,1,1
60,1,21,1,2476,209,1,40,2,1,0
19,1,16,5,9640,329,17,40,1,2,0
48,7,23,1,10,5,0,61,1,1,1
55,1,24,1,8270,46,0,40,2,1,0
59,1,16,3,4103,23,0,30,2,2,0
69,5,20,1,3647,26,0,40,2,1,1
49,1,24,1,170,48,1,50,1,1,1
37,1,14,3,9755,309,0,40,1,8,0
51,2,21,1,2263,35,0,8,2,6,0
68,5,21,1,202,51,1,40,1,1,1
21,8,16,5,4276,15,2,31,1,1,0
56,1,21,5,2112,20,16,49,1,1,0
32,3,22,5,2468,7,1,9,2,1,0
64,6,16,3,4827,31,0,50,2,1,0
32,1,20,5,5485,147,11,40,2,1,0
21,1,16,5,4738,10,17,10,2,1,0
26,5,14,5,4069,24,0,20,1,9,0
31,4,22,5,2140,18,2,20,1,9,0
30,4,11,1,9830,304,6,40,1,8,0
40,8,16,1,1970,216,1,60,2,1,1
64,1,16,5,9535,28,0,40,1,2,1
57,1,16,3,6159,40,0,24,2,1,0
42,1,23,1,191,26,0,40,1,9,1
47,3,16,1,5674,17,1,40,2,1,0
19,3,16,5,381,19,2,40,1,9,1
19,3,15,5,5791,29,10,55,1,1,0
50,1,21,1,3489,20,1,26,2,1,0
36,4,22,1,2767,50,0,40,1,1,1
32,1,21,1,812,27,4,40,1,1,1
58,6,21,1,2314,51,0,40,2,1,0
25,1,16,5,9799,22,0,47,1,1,0
72,8,24,2,412,219,0,39,1,9,0
43,3,15,1,2244,51,1,34,2,1,0
43,1,16,1,5389,54,1,21,2,1,0
36,1,16,3,4046,4,1,30,2,1,0
47,1,16,1,5745,50,1,9,2,1,0
61,5,19,1,528,40,0,50,2,1,1
33,1,20,5,4808,50,2,49,1,1,1
38,1,22,1,597,232,1,47,2,6,0
33,5,22,1,1623,5,1,40,1,2,1
51,1,20,1,5818,246,0,50,2,1,1
48,1,20,5,2662,29,11,40,2,6,0
41,1,2,5,5402,216,7,40,2,3,0
60,3,16,3,2176,16,0,30,1,2,0
22,3,16,5,5856,26,2,25,1,1,0
29,1,20,5,4775,373,2,40,1,3,1
64,2,22,1,5563,46,0,40,1,1,0
61,1,21,3,360,498,0,40,2,2,1
19,1,15,5,9197,17,17,7,2,3,0
34,3,22,1,2056,22,1,40,2,1,0
36,1,16,5,4716,34,7,40,2,2,0
31,3,20,1,2498,49,1,10,2,1,0
64,1,19,1,10,25,0,40,1,1,1
35,5,14,5,9514,34,2,45,1,1,0
20,3,21,5,790,18,0,40,1,1,0
28,1,16,1,4872,24,0,40,2,2,0
51,7,21,1,424,22,1,50,1,1,0
25,1,16,5,4649,8,13,8,2,6,0
23,1,20,5,1213,211,4,40,1,2,0
45,2,16,4,4629,307,0,44,2,2,0
44,2,22,1,2048,19,1,40,2,1,1
42,1,19,4,5318,30,0,40,2,2,0
46,7,21,1,1027,16,1,40,1,1,1
53,6,19,1,6595,14,0,8,1,1,0
70,6,21,1,9830,54,1,50,1,1,0
47,7,22,1,352,27,0,40,2,1,1
70,6,19,3,4647,463,0,50,1,1,0
47,1,20,1,5949,14,1,74,2,1,1
56,7,24,1,124,17,0,50,1,1,1
26,1,16,5,5807,2,13,52,1,4,0
55,7,16,3,4759,56,0,38,2,1,0
49,3,24,1,3443,17,1,34,2,1,0
39,3,19,5,5551,14,0,48,1,2,0
40,1,16,1,4807,17,0,34,2,1,0
39,7,16,1,5001,16,0,64,1,1,1
64,1,20,4,9690,51,0,12,2,2,0
60,4,19,5,9278,44,5,77,1,1,1
58,1,21,1,982,18,1,69,2,1,1
47,1,10,4,9830,325,0,40,1,8,0
70,5,23,1,469,51,0,50,1,1,1
52,1,16,4,5422,36,0,40,1,1,1
69,1,21,1,3774,48,1,40,2,1,1
20,3,16,5,4208,14,2,30,1,1,0
30,3,21,5,1837,213,2,40,1,6,0
70,1,16,4,9126,26,0,40,1,2,1
66,1,17,4,9448,35,0,40,1,2,1
20,1,16,5,4834,56,0,40,2,1,0
20,1,16,5,4777,31,2,10,1,9,0
32,5,20,1,5222,7,0,49,1,2,1
42,6,16,1,9468,40,0,40,1,8,0
38,1,18,5,4833,6,0,25,2,8,0
45,1,16,1,6730,7,0,40,1,2,0
58,6,18,3,4080,34,0,34,1,2,0
18,1,18,3,5781,19,10,30,2,1,0
34,1,20,1,4882,39,1,40,2,1,0
33,1,20,1,779,203,13,40,2,6,0
43,4,18,1,530,23,1,40,1,1,1
37,1,11,1,9830,314,0,40,1,8,0
30,3,21,1,2718,27,1,36,2,1,0
30,3,22,5,2594,3,17,40,1,6,0
41,2,22,1,2556,37,1,13,2,1,0
26,1,16,5,4205,7,0,40,1,3,0
68,1,20,1,4483,19,1,50,2,1,0
39,1,18,3,4828,35,0,20,2,1,0
36,1,22,1,4811,203,1,40,2,6,0
47,6,16,5,6485,42,16,45,1,9,0
49,3,21,1,2367,6,0,40,2,9,0
48,4,19,1,1888,16,1,15,2,5,0
66,1,16,3,4837,44,0,40,2,1,0
36,2,22,1,934,222,0,40,2,6,0
68,4,22,1,2181,90,1,40,2,6,0
56,1,16,4,5160,369,0,40,1,4,0
45,1,23,1,4723,44,1,40,2,1,1
54,1,18,3,5576,5,0,46,1,1,0
47,1,17,3,9316,50,0,40,2,1,0
62,1,21,1,563,312,1,40,2,1,0
26,1,20,1,2107,18,0,40,2,1,1
19,4,16,5,4679,53,16,11,2,1,0
54,8,19,1,4544,6,1,8,1,1,0
32,2,16,1,789,24,0,40,1,1,1
53,1,16,3,5374,16,0,10,2,1,0
24,1,16,5,4272,26,17,40,1,1,0
37,1,20,4,5467,52,0,40,1,2,1
59,1,11,1,4738,307,10,40,1,8,0
70,6,14,1,3499,17,1,10,2,1,0
50,1,21,1,5968,1,1,50,2,1,1
34,1,20,1,3646,4,0,40,1,2,0
48,7,23,1,398,41,0,40,1,2,1
34,1,16,3,4423,25,0,40,1,1,0
64,1,20,3,4917,23,0,40,2,2,0
48,1,22,1,3512,214,1,50,2,6,0
24,1,20,5,2452,2,2,40,1,6,0
53,7,19,1,4797,17,0,50,2,1,0
51,1,16,3,6465,21,0,40,2,2,0
24,2,16,5,4743,12,0,11,1,1,0
25,1,16,5,5456,25,17,40,1,9,0
55,7,22,1,4313,15,0,50,1,1,0
34,1,21,1,5773,22,0,43,1,1,1
34,8,17,5,4841,38,17,25,1,1,0
20,1,16,5,4658,37,2,10,2,1,0
52,1,23,1,9448,2,1,40,2,6,1
24,1,16,5,5422,20,0,40,2,1,0
67,6,19,1,187,34,0,9,1,1,0
41,6,21,1,293,50,0,71,2,1,1
62,1,20,3,9441,30,0,40,1,2,0
51,1,24,1,5530,25,0,40,2,1,1
56,2,22,1,4664,43,1,33,2,1,0
44,8,22,1,2326,192,1,47,2,1,0
26,6,16,5,4946,17,7,11,2,1,0
45,1,16,3,9771,50,0,20,1,1,0
66,6,20,1,3731,7,0,34,2,1,0
45,2,23,1,2372,44,1,60,2,1,1
21,3,21,5,1169,12,1,40,1,1,1
33,1,23,1,4098,50,0,40,2,1,1
52,1,16,5,4675,382,2,12,2,1,0
29,1,21,5,6321,22,2,40,2,6,0
53,1,20,1,4910,41,0,40,2,1,0
29,1,22,1,2911,208,1,40,2,6,0
30,3,22,5,2549,9,17,49,2,1,0
32,5,20,1,4767,7,0,49,1,2,1
31,1,21,5,1930,198,17,32,1,9,0
40,1,19,1,344,18,1,40,1,9,1
32,4,22,1,1928,4,0,15,1,1,1
35,1,21,1,723,6,0,40,1,1,1
32,1,19,5,4780,8,2,20,2,1,0
50,1,18,3,845,28,0,40,1,6,1
38,1,16,3,4719,29,0,7,2,2,0
56,7,16,3,9374,20,0,41,1,1,1
66,1,19,1,284,16,0,45,1,1,1
62,1,24,1,10,53,1,40,2,1,1
45,1,1,3,5778,16,0,50,2,1,1
39,6,16,3,6249,21,0,9,2,1,0
63,1,23,1,1467,22,1,50,2,1,1
63,4,22,1,2186,14,1,10,2,1,0
34,3,18,5,2475,19,12,40,1,1,0
69,6,16,5,5188,24,16,10,1,1,0
32,1,16,5,4152,8,6,40,1,2,0
29,3,22,1,2055,207,1,9,2,1,0
78,2,18,2,479,21,0,50,1,1,1
17,1,16,5,9131,22,2,9,2,1,0
54,6,21,1,9396,6,1,25,2,1,0
25,3,18,5,2225,25,16,31,2,3,0
37,1,16,5,9666,21,17,40,1,1,0
65,1,16,2,8600,42,0,40,1,1,1
19,2,13,5,3969,1,2,8,2,4,0
49,6,21,1,4226,13,1,25,2,1,0
60,1,16,1,4806,34,4,13,2,1,0
34,4,2,5,4729,33,17,11,1,1,0
40,1,16,4,4200,37,0,40,1,2,1
57,1,20,1,4872,47,17,14,2,1,0
40,4,1,2,439,210,0,40,1,2,0
64,1,21,1,793,228,0,40,2,1,0
44,3,22,1,1899,10,1,12,2,1,0
30,1,20,5,4708,15,1,40,2,1,0
52,1,10,4,9452,317,0,40,1,2,0
45,5,1,1,9407,39,0,31,1,2,0
17,1,16,5,4721,34,2,45,1,9,0
34,1,16,5,4198,34,16,8,1,7,0
58,4,22,1,2260,3,1,49,2,1,0
64,1,21,1,2545,19,1,33,2,1,0
21,6,18,5,9512,43,6,49,1,1,0
58,3,22,5,1137,23,0,40,2,6,0
33,1,16,5,7035,25,0,40,1,2,1
57,2,22,5,3404,24,2,30,2,1,0
43,6,20,1,187,44,1,40,2,9,1
44,1,20,1,165,204,1,75,2,6,0
40,1,16,1,4667,23,0,35,1,9,1
60,1,21,1,7137,51,0,20,2,1,0
67,1,16,2,3529,34,0,40,1,1,1
69,1,19,1,6500,48,0,50,2,1,1
35,1,19,5,1087,23,0,40,1,5,1
68,5,20,1,1348,27,0,40,2,1,1
57,7,22,1,449,34,0,50,1,1,1
24,3,20,5,2446,10,13,34,2,1,0
19,1,18,5,4720,26,17,11,2,1,0
65,2,23,1,5430,40,0,40,1,1,1
21,7,16,5,9561,27,17,12,1,1,0
42,1,19,1,9524,315,10,40,1,7,1
54,1,16,3,4834,39,0,40,2,1,0
29,8,19,5,4689,13,6,66,1,1,0
58,1,19,1,4184,50,1,25,2,1,0
57,1,11,3,6195,315,0,40,1,8,0
43,1,10,3,9377,299,1,40,1,8,0
58,1,19,4,23,33,0,40,1,9,1
21,6,14,5,8617,40,2,9,1,1,0
33,1,19,1,1775,26,17,45,1,1,0
32,1,16,3,5716,1,0,46,1,4,0
20,1,16,5,4816,51,11,20,1,2,0
61,5,23,1,2491,50,0,60,2,9,1
55,1,16,1,4974,226,0,40,2,6,0
28,1,19,5,4159,32,17,8,1,9,0
43,5,21,1,1352,36,0,40,1,1,1
70,6,22,1,6986,15,0,46,2,1,0
63,1,16,1,4846,209,1,40,2,1,0
24,1,21,1,4752,219,0,40,2,3,1
26,1,18,5,640,210,2,40,1,6,0
21,1,19,1,6832,5,0,40,2,3,1
24,6,16,1,4028,7,0,41,1,2,0
64,7,23,1,88,41,1,50,1,1,1
69,1,16,1,4672,55,1,33,2,1,1
56,7,19,1,527,21,0,49,1,1,1
20,5,14,5,5228,28,16,33,2,1,0
40,4,22,1,2030,14,1,34,2,6,0
47,1,20,1,5714,24,1,40,2,1,0
20,1,16,3,9572,6,0,9,2,1,0
40,1,18,1,9370,36,1,48,1,1,0
29,1,16,5,4737,51,2,49,2,1,0
58,4,23,1,764,40,0,50,1,1,1
26,1,10,1,9797,332,4,40,2,8,0
38,1,16,5,6427,231,10,40,1,2,0
42,3,22,1,933,15,1,50,1,1,1
44,3,21,5,681,17,13,49,1,1,0
50,1,16,5,6488,193,0,40,2,1,1
62,7,18,3,4700,17,0,42,2,1,0
51,1,17,1,4777,31,1,40,1,1,0
36,1,20,4,8815,21,0,50,1,2,1
55,6,23,1,2439,43,1,25,2,1,0
84,1,22,1,2328,220,1,40,2,6,1
19,1,16,5,5928,36,17,45,1,1,0
20,3,21,5,4140,25,16,20,1,1,0
50,1,20,1,4066,37,1,20,2,1,0
38,1,16,4,6399,45,0,40,1,5,0
19,1,16,5,4722,26,17,41,1,1,0
71,2,20,1,5669,45,1,40,2,1,1
36,1,16,1,9502,27,0,20,1,5,0
61,1,21,1,2158,35,0,40,2,1,0
57,6,18,1,4875,40,0,5,2,1,0
64,3,16,4,6112,23,0,46,1,3,1
43,1,21,1,445,78,1,50,2,1,1
61,6,23,1,413,50,1,50,1,1,0
34,4,16,1,4081,364,0,40,1,5,0
64,7,22,1,2707,15,1,50,2,1,0
30,1,16,5,5843,30,17,34,1,1,0
55,1,22,1,4892,24,1,15,2,1,0
36,1,19,4,4067,34,0,40,1,2,0
76,6,21,1,110,9,1,40,2,1,0
63,1,16,3,5100,17,0,40,2,1,0
38,5,19,1,9625,25,0,50,1,9,1
31,2,22,5,1973,200,2,40,2,1,0
56,1,20,1,454,47,0,40,1,1,1
23,1,16,5,4772,33,17,42,1,1,0
24,1,16,5,6094,13,2,20,2,1,0
37,4,21,5,2318,17,11,32,2,1,0
76,2,20,2,6151,40,1,12,2,1,0
62,6,20,2,5586,49,0,7,1,1,1
62,5,21,1,9294,2,0,40,1,1,1
35,1,16,3,5996,21,0,43,2,1,0
32,3,22,1,2678,8,1,32,2,1,0
64,6,23,1,4707,29,1,14,2,9,0
32,3,16,1,9436,54,1,40,1,1,1
42,1,16,1,5021,36,1,32,2,1,0
61,1,16,5,9830,7,0,45,1,2,0
22,6,16,3,4035,40,0,52,1,1,0
60,4,22,1,2422,15,1,40,2,1,1
36,2,22,5,2119,49,0,7,2,1,0
41,1,19,5,2649,10,2,40,1,1,1
21,1,16,5,10,212,10,40,1,6,0
47,1,16,5,5283,53,0,40,1,3,1
33,1,18,3,9445,47,13,47,1,1,1
35,3,16,5,6254,25,2,31,1,2,0
62,6,16,1,8210,19,0,40,1,1,1
64,1,19,1,267,39,0,50,2,1,1
39,4,20,1,4906,13,0,40,2,2,0
30,1,16,5,5681,30,0,40,1,7,0
40,1,22,1,2148,19,1,25,2,1,0
47,1,20,1,659,222,1,40,2,6,0
37,2,21,1,2088,26,0,31,2,1,0
50,6,18,1,4292,32,0,53,2,1,0
50,1,20,1,5577,467,11,11,2,9,0
25,1,18,1,6083,25,0,50,2,3,0
19,5,16,5,5558,18,13,12,1,5,0
64,2,19,1,3363,50,0,14,2,2,1
35,1,18,4,9655,307,5,40,1,8,0
28,3,22,1,2380,44,13,40,1,1,0
51,7,20,1,8142,17,0,40,1,5,0
55,1,16,3,5935,22,0,45,2,1,0
47,4,22,5,1960,18,1,39,2,1,1
44,4,22,1,2018,37,1,11,2,1,1
57,1,21,5,9509,17,13,46,1,1,1
31,1,16,3,6169,25,0,45,2,2,1
43,3,19,1,9233,23,0,85,1,1,1
33,1,18,5,7293,228,5,40,1,5,0
56,4,21,1,5541,34,0,35,1,3,1
28,2,14,5,5560,8,10,40,1,2,0
19,1,16,5,5047,46,13,40,2,1,0
39,5,21,5,6094,19,0,40,1,2,1
17,1,16,5,5692,39,2,26,2,1,0
52,1,20,1,4035,21,1,40,2,6,0
40,1,21,1,652,33,1,60,1,1,1
18,4,16,5,2394,52,1,9,2,1,0
69,1,20,1,108,29,1,40,2,1,1
40,7,19,1,6082,28,1,40,1,1,1
43,1,16,4,6424,296,0,40,1,8,0
39,2,21,1,2491,210,0,19,2,1,0
49,1,21,1,9481,27,1,40,2,1,0
33,1,21,5,4826,6,1,34,2,1,0
35,1,20,1,3600,17,1,40,2,1,0
60,1,16,2,6722,46,0,16,2,1,0
40,1,16,4,8764,30,0,40,1,2,1
55,7,23,1,3105,16,1,45,2,1,1
56,1,19,1,1182,11,0,40,1,1,1
30,1,20,5,4778,17,2,10,2,6,0
58,1,16,3,5922,47,0,40,2,7,0
39,1,16,1,9769,21,0,40,1,8,1
37,4,22,1,1125,11,0,40,2,1,1
60,1,21,1,4873,4,1,34,2,1,0
32,1,22,1,719,213,1,24,1,6,0
65,4,21,1,2409,46,0,33,2,1,0
46,1,16,3,4711,308,0,47,2,1,0
54,1,19,5,2375,24,0,50,2,1,1
66,6,15,1,339,20,1,60,1,1,0
18,3,19,5,6125,21,2,13,1,9,0
37,1,16,5,5338,22,13,40,2,3,0
54,3,14,1,3861,21,2,20,2,1,0
68,2,20,1,4805,1,1,12,2,1,0
27,1,16,3,1409,18,0,40,2,1,1
18,1,16,5,4193,53,17,29,1,1,0
21,1,21,5,4729,2,2,40,1,1,0
32,1,17,5,6194,13,2,19,2,7,0
40,5,11,1,305,327,0,82,1,8,0
67,7,20,3,9226,124,0,40,1,1,0
34,2,21,1,3536,18,1,29,2,1,0
45,1,16,4,933,10,0,40,1,8,1
48,1,16,4,4610,23,0,40,2,2,0
63,6,20,1,4581,22,0,61,1,2,0
21,1,20,5,4056,20,2,30,2,1,0
32,1,16,5,3324,41,10,40,1,1,0
55,2,22,1,2279,32,1,7,1,1,0
18,1,16,5,5666,24,2,40,2,1,1
36,7,23,1,2170,50,1,50,1,1,1
61,4,19,1,5282,306,1,40,1,5,0
20,6,14,5,9439,10,2,46,1,1,0
70,1,19,1,4572,41,0,50,2,1,1
65,4,22,5,4806,16,0,30,2,2,0
60,1,16,1,8773,11,0,50,2,1,1
68,6,21,1,2633,37,1,25,2,1,0
32,1,20,1,2287,208,1,8,2,6,0
68,1,20,1,6088,25,0,40,2,1,0
63,5,20,1,1319,307,0,40,1,1,1
32,1,24,1,349,19,0,40,1,1,1
44,4,22,1,2400,47,1,40,2,1,0
62,2,22,1,3718,20,1,49,2,1,1
33,1,20,2,6156,8,13,46,2,8,0
32,1,21,1,422,21,0,40,2,1,1
64,1,16,1,439,34,1,60,2,1,0
49,6,16,1,6257,8,0,40,1,1,0
42,1,16,1,9830,36,0,40,2,1,1
66,6,21,1,5636,36,1,50,2,1,1
41,1,14,5,4741,20,0,40,2,1,0
46,1,21,1,970,23,0,40,2,1,1
26,3,22,5,2439,27,2,7,2,1,0
61,3,22,3,2302,19,0,20,2,1,0
68,1,16,4,4799,53,0,33,2,1,0
23,1,16,5,3947,26,2,51,1,1,0
46,1,21,2,6199,18,0,40,2,1,1
40,1,16,1,4081,380,0,40,2,1,0
35,4,21,1,4285,24,0,40,1,3,1
32,1,21,5,4544,215,1,30,1,6,0
62,4,16,3,2552,18,0,24,2,1,0
56,1,20,1,4990,48,1,34,2,1,0
42,1,19,1,3145,16,1,40,2,5,1
