age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
26,1,16,5,4720,37,0,39,2,1,0
20,2,17,5,2350,229,0,14,1,6,0
23,1,16,5,6230,36,2,5,1,9,0
22,6,6,5,6220,22,10,40,1,2,0
58,7,21,1,800,53,0,50,1,1,1
60,6,19,3,4700,12,0,30,2,1,0
34,3,19,5,6305,36,2,45,1,1,0
53,1,18,1,1006,25,0,40,2,1,1
49,2,22,1,2040,48,0,42,2,1,1
55,3,21,1,2310,39,0,35,2,1,1
49,1,21,1,705,210,0,40,1,6,1
67,6,18,1,205,18,1,50,1,1,0
48,6,22,3,4655,25,0,50,2,1,1
22,1,15,5,4030,6,10,40,1,9,0
35,1,21,1,5820,17,1,40,2,1,1
28,1,20,1,8650,72,0,50,1,1,0
66,1,20,3,3500,9,0,24,2,1,1
24,1,19,5,9645,41,2,25,1,1,0
41,1,16,3,9130,6,2,40,1,1,0
64,1,21,1,1460,12,0,40,1,1,1
43,2,18,1,3645,55,1,70,2,1,0
32,1,21,5,4850,55,0,43,2,1,1
40,1,20,3,4510,209,12,40,2,6,0
30,1,16,5,7560,12,13,40,1,8,0
63,1,16,1,9640,210,0,30,1,6,0
35,1,19,1,4710,19,1,55,1,1,1
28,1,23,1,2100,17,0,60,1,1,1
29,1,19,5,650,37,13,44,1,1,1
49,2,19,1,4710,10,0,60,2,1,1
65,1,16,3,4850,53,0,40,1,1,0
35,1,16,5,9365,1,2,40,1,1,0
62,1,16,1,7000,42,0,38,1,1,0
45,1,16,1,8130,39,1,50,1,1,0
61,7,21,1,1010,36,1,40,1,1,1
50,1,16,1,6240,303,0,40,1,8,0
18,1,14,5,4760,13,2,20,2,1,0
40,6,21,5,2905,34,0,40,1,1,0
44,2,23,1,2016,42,0,24,2,1,0
29,1,19,1,160,13,1,40,1,1,1
34,1,19,1,4055,17,1,5,2,1,0
73,6,24,1,205,47,1,2,2,1,0
72,1,8,1,7700,48,1,32,1,1,0
43,1,19,1,2710,6,0,37,2,1,1
70,2,16,1,4230,51,1,12,2,2,0
31,5,19,1,9620,41,0,40,1,1,0
41,3,22,1,2310,39,0,40,1,1,0
52,1,23,1,4920,17,0,35,2,1,1
60,1,21,1,4850,36,1,55,1,1,1
27,1,21,1,860,6,1,45,1,1,1
28,3,19,1,2400,51,1,40,2,1,0
58,1,19,1,9600,29,0,40,1,1,0
40,1,19,5,110,26,0,46,1,1,1
35,1,17,5,8300,6,15,50,1,1,0
46,5,21,3,3870,4,0,45,1,1,1
31,1,19,1,7220,23,0,59,1,1,1
34,1,14,5,6040,26,13,40,1,1,0
17,1,13,5,4760,48,15,10,2,1,0
51,1,20,5,3255,246,0,24,2,1,1
52,4,19,1,4600,36,1,29,2,2,0
59,3,21,1,1610,6,0,40,2,1,1
66,2,19,1,9141,18,0,24,1,1,0
32,2,21,1,3255,210,1,12,2,6,0
24,1,19,5,2310,12,12,40,2,1,0
35,1,18,5,4850,36,13,50,1,1,0
58,6,12,1,9130,48,1,40,2,1,1
24,1,18,5,5810,36,0,48,2,1,0
35,6,21,1,205,31,0,70,1,1,0
24,1,19,5,9645,48,2,40,2,1,0
54,2,17,3,350,39,0,80,1,2,1
62,1,16,1,4055,42,1,32,2,1,0
51,3,22,1,2310,26,0,55,2,1,1
58,1,12,1,5740,29,1,40,2,1,0
23,1,19,5,705,34,2,32,2,1,0
52,1,15,4,4720,39,6,25,2,1,0
26,1,19,5,6660,56,12,38,1,1,0
42,1,19,1,1021,26,0,50,1,1,1
66,2,23,1,2040,36,1,50,1,1,1
25,1,19,5,2545,6,7,35,2,2,0
48,1,14,1,7200,29,0,45,1,1,1
29,1,16,5,310,48,2,40,1,2,1
33,1,21,1,4850,24,0,40,1,1,1
23,1,20,5,4030,53,2,40,2,1,0
38,3,22,1,2310,33,1,40,1,1,1
58,5,21,1,3945,213,1,23,2,1,0
55,1,16,1,630,6,1,40,2,1,1
17,1,14,5,4600,45,2,18,2,1,0
32,1,17,1,9030,48,1,40,1,8,0
61,1,16,1,9620,48,1,40,1,1,0
47,2,22,3,230,301,0,60,1,1,1
42,1,20,1,1545,19,0,40,2,1,1
34,1,16,1,9620,21,0,50,1,1,1
61,1,21,1,800,209,1,40,2,6,1
66,3,22,1,5320,19,1,24,2,1,1
52,2,21,3,3255,25,0,50,2,1,1
17,3,14,5,4435,8,2,20,1,1,0
47,1,16,1,6410,370,1,40,1,1,0
40,3,22,5,1530,373,4,50,1,1,0
38,1,16,1,5740,1,1,40,2,1,0
20,1,20,5,4760,34,12,50,2,1,0
49,5,23,4,710,34,0,40,2,1,1
45,1,23,1,910,139,0,70,1,6,1
54,1,19,1,5120,48,1,40,2,1,1
34,1,16,5,4720,4,0,30,2,3,0
59,1,21,1,8740,18,0,50,1,1,1
68,1,16,1,3500,31,1,36,2,1,0
64,4,16,1,3802,39,0,41,1,1,1
22,1,18,5,4720,207,2,60,2,6,0
31,1,17,5,4510,32,0,30,2,1,0
53,1,11,1,4251,303,5,52,1,8,0
55,2,19,5,350,48,0,40,2,2,0
61,1,16,1,6220,13,1,40,1,2,0
54,1,21,1,1545,373,0,40,2,1,1
19,3,16,5,4150,6,17,8,2,6,0
40,2,21,1,3255,27,0,40,2,1,1
49,6,15,1,5120,17,0,45,2,1,1
38,1,1,1,3602,314,1,40,2,1,0
52,1,19,1,910,31,0,60,2,1,1
72,5,21,1,4220,120,0,40,1,1,1
52,2,22,1,230,55,1,55,2,1,1
34,4,20,1,2006,53,1,40,1,1,0
40,1,21,1,4710,6,1,40,1,1,1
18,1,19,5,4110,37,2,30,2,1,0
49,2,18,1,5860,37,1,19,2,1,0
71,1,21,1,4700,134,1,48,1,1,1
33,1,24,1,2310,110,1,30,1,1,0
49,6,21,1,850,6,1,46,1,1,1
45,1,21,5,1108,36,2,40,1,8,0
59,4,20,1,4020,233,2,38,2,6,0
70,1,19,1,4760,40,1,35,1,1,1
43,1,16,3,7150,51,2,35,1,1,0
37,1,24,1,3050,48,1,40,2,6,0
40,3,20,5,3255,36,0,40,1,2,1
53,1,18,1,6230,18,1,30,1,1,0
40,1,16,1,7700,17,1,50,1,1,0
42,1,20,1,3515,39,1,40,2,1,1
35,1,21,1,5840,51,1,40,2,1,1
42,1,18,1,5730,48,1,40,2,1,0
54,1,19,2,2004,25,0,40,2,2,1
20,2,16,5,4435,36,2,10,1,1,0
27,1,20,1,3323,23,1,40,2,1,0
38,5,17,4,350,42,0,45,2,2,1
40,1,22,1,4760,34,1,40,2,1,0
74,6,19,2,205,6,0,70,2,1,0
64,3,16,1,6730,5,0,40,1,1,1
28,1,19,1,5140,25,2,40,1,1,0
45,3,19,1,3740,25,0,56,1,9,1
34,1,17,1,7100,39,1,40,1,1,0
25,1,12,5,205,303,12,72,1,1,0
57,3,16,1,4220,11,1,40,1,1,0
20,1,16,4,5240,303,0,40,2,8,0
24,1,14,1,4030,329,10,18,2,8,0
68,1,19,1,10,31,0,40,2,1,1
67,6,24,1,2006,42,1,4,2,1,0
62,1,19,1,5120,36,1,40,2,1,0
21,1,18,5,9645,9,17,8,2,1,0
49,1,21,1,1450,27,0,40,1,1,1
18,1,14,5,4130,47,2,10,1,1,0
40,6,20,1,310,247,0,60,1,6,0
55,2,23,1,650,36,1,45,1,1,1
57,1,14,1,4020,37,0,35,1,2,1
19,1,16,5,3424,44,2,36,2,1,0
37,1,18,1,4110,17,9,20,2,1,0
30,1,11,1,4020,362,1,40,1,2,0
25,1,19,5,4110,303,13,40,2,8,0
59,6,20,1,4820,301,1,50,1,2,0
61,1,21,1,10,29,0,45,1,1,1
65,4,20,1,750,36,0,29,2,1,0
72,1,16,5,5740,36,0,7,2,1,0
43,3,21,1,3740,36,1,36,1,1,1
24,1,19,5,5000,53,0,40,2,9,0
38,1,17,1,7700,23,1,48,1,1,1
59,1,16,4,6410,6,6,40,1,1,0
19,1,16,1,4720,27,0,35,2,1,0
62,6,22,1,2600,48,1,10,2,1,0
51,1,22,1,140,27,0,45,1,1,1
66,6,16,5,9130,23,0,60,1,1,1
65,1,21,3,440,23,0,50,1,1,1
56,1,19,3,9130,17,0,70,1,2,1
32,1,16,5,9600,28,2,30,1,1,0
64,7,23,1,3100,72,0,20,1,1,0
64,6,18,1,6230,39,0,35,1,1,0
17,1,15,5,9645,42,2,25,1,1,0
30,4,22,1,710,25,0,38,1,1,0
61,1,14,3,6260,36,0,40,1,1,0
31,1,22,4,5740,36,11,40,2,2,1
62,1,17,1,5000,42,0,40,2,1,0
22,1,19,1,5400,13,7,4,2,1,0
35,4,21,5,2011,48,2,50,2,1,0
22,1,21,5,3500,24,2,30,2,1,0
50,1,16,4,4210,36,13,40,1,1,0
72,1,21,1,8130,18,0,20,1,1,1
33,6,15,1,4230,48,1,15,2,1,0
50,4,17,1,4220,45,0,40,2,2,0
45,4,22,3,230,37,0,40,2,1,1
39,1,17,1,8990,55,0,40,1,1,0
19,1,18,5,4055,48,15,15,2,1,0
56,1,21,1,10,215,0,45,1,6,1
60,3,19,2,9121,45,0,20,2,1,0
37,1,22,1,440,222,0,45,1,6,1
63,1,16,1,1545,6,0,40,1,1,1
35,1,18,1,1021,6,0,40,1,1,1
22,1,19,5,6442,2,0,50,1,9,1
55,1,21,1,1021,246,1,44,2,6,1
39,1,21,1,2310,48,1,40,2,1,1
62,2,16,3,5400,1,0,40,2,1,0
19,1,15,5,4760,12,4,20,1,1,0
49,1,17,3,4251,55,0,40,1,1,0
38,3,19,1,420,51,1,28,2,2,0
57,2,22,1,2050,6,1,40,2,1,0
45,1,22,1,4850,39,1,50,1,1,1
18,1,19,5,4055,42,17,25,2,1,0
58,1,16,5,8720,19,0,40,1,1,0
53,1,16,5,6050,4,2,50,1,1,1
34,1,21,1,630,51,0,40,2,1,1
46,2,17,1,2300,110,1,25,2,1,0
72,6,16,2,4230,301,0,5,1,1,0
46,8,16,3,6260,6,2,40,1,1,0
33,1,16,5,6240,303,12,25,1,8,0
47,1,20,1,3322,36,0,40,1,1,1
49,1,16,3,51,42,0,40,2,1,0
48,5,16,1,9630,332,0,40,2,2,1
55,1,16,3,3602,16,0,40,2,1,0
26,1,19,5,6355,25,10,40,1,1,0
24,1,21,5,4840,17,2,40,1,1,0
24,1,17,5,4720,29,2,30,1,1,0
24,5,21,5,1970,12,12,50,1,1,0
63,2,16,1,5120,48,1,40,2,1,0
41,1,16,5,2634,26,2,40,2,2,0
56,1,19,3,530,6,2,50,2,1,1
26,1,21,5,800,36,4,40,1,2,0
64,4,23,1,2205,36,0,25,2,1,0
56,3,23,1,2310,13,0,18,2,2,1
35,1,21,3,700,364,0,38,2,1,1
62,3,16,1,7340,119,1,40,1,1,0
32,2,22,1,3258,45,1,40,2,1,1
48,4,19,5,1220,27,0,35,2,1,0
40,1,13,4,8320,37,0,40,2,1,0
63,1,18,3,3603,1,13,24,2,1,0
25,1,18,1,4110,154,1,80,1,1,0
54,2,20,1,4600,10,1,35,2,1,0
32,5,19,1,800,12,0,26,1,1,0
32,4,21,1,3870,6,0,40,1,2,0
23,1,18,5,4030,29,13,40,2,2,0
51,1,21,1,3255,17,1,40,2,1,1
53,1,16,1,6230,362,1,40,1,8,0
32,2,21,1,2310,29,1,45,2,1,0
39,1,19,5,5740,47,0,6,2,1,0
40,7,22,1,705,109,0,30,2,1,1
24,1,19,5,4110,48,2,40,2,1,0
36,5,19,3,1006,49,0,40,2,1,0
45,1,21,1,4850,48,1,45,1,1,1
35,1,17,5,6260,48,16,50,1,2,0
41,3,21,1,2310,31,1,45,1,1,0
37,4,21,5,1050,56,0,40,2,1,1
30,2,21,1,2320,26,1,8,2,1,0
38,3,21,3,2310,48,2,40,1,1,1
24,1,21,5,440,17,2,40,1,1,0
84,2,22,1,2040,42,0,46,1,2,1
46,3,16,1,3740,45,1,48,1,1,0
45,3,16,1,9620,17,1,40,1,1,0
26,2,21,5,2205,216,0,6,1,1,0
18,1,16,5,4720,42,17,32,2,2,0
36,1,21,5,5240,34,0,40,2,1,0
20,8,18,5,7750,48,2,10,1,1,0
26,1,21,1,710,303,1,45,2,1,0
40,7,17,1,220,314,1,60,1,8,1
60,1,18,3,4760,6,0,40,2,1,0
27,3,16,5,4220,51,2,40,1,1,0
56,1,16,1,3602,27,1,50,2,1,0
57,1,16,3,6442,36,0,40,1,1,1
60,1,16,1,5740,48,0,43,2,1,1
58,1,16,1,4760,212,1,43,2,1,0
35,4,16,1,4020,6,0,40,2,1,0
48,1,16,1,5110,21,2,40,2,1,0
19,1,16,5,9620,25,2,40,1,1,0
20,8,16,5,9610,6,2,10,1,1,0
31,1,19,1,4720,36,1,16,2,8,0
40,1,21,1,705,210,0,40,1,6,1
36,3,20,1,3402,53,1,50,1,1,1
18,1,14,5,4720,32,2,3,1,1,0
61,1,16,1,5610,6,1,45,1,1,1
32,4,16,5,2545,53,2,50,2,1,0
34,1,16,5,8250,42,13,40,1,1,0
19,1,19,5,4760,34,17,24,1,1,0
70,2,9,4,9620,333,0,40,1,2,0
45,1,16,5,8140,37,12,63,1,2,0
27,3,22,5,2310,12,2,40,2,1,0
20,1,16,5,7315,22,2,35,1,2,0
60,3,18,1,630,18,0,40,2,1,1
30,1,16,5,4140,22,2,20,1,2,0
44,1,20,1,4930,42,0,52,1,1,1
35,2,19,1,7340,6,0,32,1,1,0
54,3,20,1,3870,6,1,50,1,2,1
31,1,21,1,51,12,1,25,2,1,0
58,1,20,5,5710,25,0,40,2,1,1
60,1,21,1,800,17,0,60,1,1,1
18,1,14,5,4720,42,2,17,2,1,0
55,3,16,1,4020,39,1,30,2,1,0
58,1,22,1,1005,34,0,40,2,1,1
51,2,21,5,800,48,0,40,2,1,0
53,1,21,1,800,51,0,40,2,1,0
38,5,17,1,9830,6,1,40,1,1,1
58,1,21,1,1541,35,1,45,2,1,1
20,4,19,5,6260,26,17,25,1,1,0
61,1,16,1,9620,17,1,50,1,1,0
65,4,20,5,4220,37,17,40,1,2,0
39,1,22,1,1007,36,0,60,1,1,1
41,1,11,3,4220,303,0,37,2,8,0
31,3,20,5,2002,6,0,45,2,1,0
73,1,21,3,4700,4,0,30,2,1,1
20,1,16,5,4220,26,2,40,1,1,0
19,1,16,5,4220,45,7,35,1,2,0
32,1,20,4,4110,48,2,30,2,1,0
23,1,21,5,1460,39,2,40,1,1,0
20,1,16,5,9640,329,2,30,2,1,0
62,1,18,1,5110,55,0,43,1,1,0
31,1,19,5,4600,36,0,60,2,8,1
49,1,16,1,4220,39,0,40,2,1,0
74,2,15,2,2016,36,0,30,2,1,0
45,7,16,1,4760,36,2,60,2,1,1
52,1,24,1,3000,9,0,45,1,1,1
22,1,16,5,5400,6,17,12,1,1,0
56,1,15,2,4251,48,11,40,2,1,0
68,7,21,1,4700,51,0,40,1,1,1
31,1,17,5,4700,36,13,55,1,1,0
34,1,22,1,1460,26,1,40,1,1,1
57,1,24,1,4640,6,0,60,2,1,0
61,1,21,1,136,55,0,50,2,1,0
38,6,19,1,2060,53,1,25,2,1,0
44,1,19,5,4010,29,16,40,1,2,1
23,6,19,5,5400,36,2,15,2,1,0
21,1,18,5,4020,48,0,40,2,2,0
49,1,16,1,9640,6,1,40,2,1,0
39,4,24,1,2205,210,1,40,2,6,1
47,1,18,1,20,51,0,50,1,1,1
49,4,16,1,5000,72,0,40,1,8,0
65,1,21,1,3300,6,1,40,2,1,1
63,1,16,1,7200,33,0,42,1,1,0
30,1,20,5,2320,48,13,32,2,1,0
61,4,23,1,2310,18,0,40,2,1,0
36,1,17,5,9142,36,7,50,1,2,1
27,4,22,5,3245,48,0,70,2,8,0
51,1,20,1,52,36,0,45,2,1,1
47,1,21,1,5240,233,1,45,2,6,1
34,2,18,5,4540,51,10,15,2,1,0
17,1,13,5,4760,25,2,20,1,1,0
30,1,16,1,3930,48,0,40,2,2,0
66,1,9,1,7855,22,1,14,1,2,0
26,1,22,5,3230,6,2,40,2,1,1
35,1,21,1,5100,72,0,40,1,1,0
20,1,18,5,4140,407,2,25,1,2,0
48,1,17,1,4710,217,1,30,1,6,0
57,1,15,3,7315,18,0,50,1,1,0
49,1,19,2,8740,29,0,40,2,1,0
47,1,19,1,4760,36,1,54,1,1,0
34,1,16,5,6050,55,0,40,2,1,1
31,2,22,1,2310,8,0,40,2,1,0
20,1,16,5,3602,6,2,36,1,1,0
61,2,19,1,6400,48,0,2,1,1,0
30,4,21,1,3710,33,1,50,1,1,1
62,7,16,1,6442,42,0,40,1,1,0
27,3,23,1,2100,34,1,50,2,1,0
54,1,21,3,5240,36,0,40,1,1,0
64,4,21,1,4760,36,0,23,2,1,1
30,1,19,1,4700,24,1,50,1,1,0
24,1,21,5,850,31,11,40,1,1,1
75,2,23,1,3090,17,0,25,1,1,1
36,6,16,1,4510,18,1,16,2,1,0
37,2,20,5,3321,41,0,24,1,1,0
58,1,16,1,8990,42,0,40,1,1,0
51,6,20,1,4600,229,1,50,2,6,0
26,1,21,1,5120,20,1,40,2,1,0
25,7,16,5,6515,9,11,45,1,1,1
59,3,21,3,2310,139,0,50,1,1,0
40,1,21,1,600,26,0,40,1,1,1
65,1,21,1,1520,20,0,45,1,1,1
28,3,19,1,9121,51,0,20,2,1,0
50,1,22,1,705,15,1,45,2,1,1
28,4,22,5,3255,6,2,40,2,8,1
32,1,19,1,8140,40,0,60,1,9,1
48,1,16,5,5110,55,0,40,2,1,0
61,2,19,1,120,35,1,40,1,1,1
30,1,20,5,6260,36,0,60,1,1,0
64,2,21,1,3300,233,1,40,2,6,1
28,3,16,5,6260,6,0,40,1,3,0
65,1,19,5,5120,37,0,45,2,1,1
46,1,19,1,5000,36,0,40,2,2,1
49,3,22,1,2310,17,1,40,2,1,1
34,1,22,1,800,19,1,40,2,1,1
58,6,19,1,4350,34,1,8,2,1,0
62,3,19,1,2545,12,0,35,2,1,1
31,2,21,1,1610,17,1,40,2,1,0
21,1,21,5,4040,207,0,8,2,6,0
23,1,15,1,8990,29,1,48,1,1,0
43,3,16,1,4220,327,0,40,2,1,0
58,3,21,5,2014,233,0,40,1,6,1
47,1,16,1,6050,303,0,40,1,8,0
39,3,19,1,4030,26,1,40,2,1,0
49,5,22,3,4760,53,0,40,1,1,0
28,1,16,5,3603,26,0,40,2,2,0
22,1,19,5,3500,36,2,32,2,1,0
59,1,20,3,3500,35,0,40,2,1,0
34,1,21,1,2825,6,0,40,1,1,1
32,3,21,5,3802,26,0,40,1,2,0
20,1,19,5,4030,25,2,16,1,6,0
55,1,16,3,8990,17,0,45,1,1,0
58,1,16,5,9620,42,0,45,1,1,0
25,1,16,5,4020,26,0,40,2,1,0
25,1,21,5,2640,48,12,40,2,1,1
45,5,21,1,3255,233,1,40,2,6,1
22,1,22,5,4760,301,2,35,2,1,0
57,1,16,1,9645,421,0,40,2,2,0
60,3,21,3,2310,25,0,22,2,1,1
52,6,20,1,6660,48,0,30,2,1,0
40,1,18,1,4710,17,1,40,1,1,0
59,2,21,1,2310,370,1,20,2,1,0
28,1,18,5,6230,16,16,55,1,1,0
43,7,18,1,220,39,1,40,1,1,1
40,6,21,1,4621,139,1,6,2,1,0
45,1,16,3,4220,18,0,40,1,2,0
57,1,16,1,7700,51,1,45,2,1,0
34,2,21,1,910,39,0,40,2,1,1
25,6,21,5,2360,328,2,40,2,2,0
52,5,21,1,3945,8,0,40,1,1,1
33,1,19,5,3300,49,0,40,1,1,0
30,1,21,1,2014,6,0,40,1,6,1
22,1,20,5,5240,47,2,20,2,2,0
35,5,22,1,1220,32,9,40,1,1,1
23,1,16,5,4110,6,10,24,1,9,0
41,1,19,1,4220,15,0,40,2,9,0
41,1,22,1,3255,233,0,40,2,6,1
54,1,19,1,10,17,0,60,1,1,1
24,1,21,5,5240,6,12,40,2,1,1
55,1,19,1,5330,55,1,40,2,9,0
22,1,16,5,9620,27,2,55,1,1,0
36,1,19,1,4850,39,0,54,1,1,1
46,1,16,1,4400,17,1,40,2,1,0
61,1,16,1,8990,18,0,60,1,2,1
65,3,21,1,230,39,1,40,2,1,0
34,1,19,4,4600,5,0,40,2,1,0
37,1,16,1,4850,40,1,45,1,1,1
40,7,22,1,710,47,1,50,1,1,1
41,1,16,1,4760,9,1,40,1,1,0
29,4,21,1,2310,37,1,40,2,1,0
29,1,21,1,5240,13,0,45,1,1,1
45,1,19,3,2205,6,0,43,2,1,0
57,6,21,1,5600,36,0,25,2,1,0
54,6,16,4,4230,303,0,40,2,8,0
21,1,16,5,4040,36,2,40,1,2,0
42,6,16,1,6355,303,0,40,1,8,1
65,5,20,1,9410,26,1,40,1,1,1
54,1,16,4,7210,34,0,40,1,2,1
31,1,21,5,4760,25,0,40,1,1,1
29,1,18,5,5240,29,12,40,1,1,0
54,1,19,1,440,6,0,40,2,1,1
76,2,22,5,2205,36,0,4,1,1,0
23,4,21,5,5400,6,0,15,1,1,0
35,1,16,5,9645,303,5,40,1,8,0
36,1,16,1,5740,42,0,40,2,1,0
28,4,21,5,2545,17,12,50,2,1,0
57,3,22,5,2310,17,0,40,1,2,0
29,1,21,5,1021,17,0,50,2,1,1
59,1,16,5,5000,24,0,40,2,2,0
62,4,24,1,3910,1,1,40,2,2,1
32,1,21,3,120,72,0,40,2,1,1
34,1,9,5,6260,312,0,45,1,8,0
22,8,16,5,2545,303,10,24,2,8,0
47,3,16,2,4600,24,0,40,2,1,0
20,1,15,5,4020,6,2,20,1,1,0
36,1,14,1,6800,13,1,40,1,1,1
45,2,19,5,4220,27,0,30,1,1,0
28,1,16,3,9610,48,2,50,1,1,0
42,7,22,1,4700,210,0,40,1,6,1
35,1,21,5,800,209,0,40,2,6,1
23,5,18,5,9830,41,17,80,2,5,0
60,1,16,1,4230,48,0,8,2,1,0
55,3,16,1,4700,47,1,40,1,1,1
47,1,21,1,4840,36,0,40,2,1,0
26,6,22,5,6240,39,2,60,1,1,0
60,5,16,1,3930,35,0,60,1,1,1
54,1,21,1,101,210,1,45,2,6,1
36,1,23,1,2861,6,0,20,1,1,0
40,1,19,1,9620,26,1,45,1,1,1
28,1,21,1,705,36,1,20,2,1,0
40,1,16,1,8740,51,1,12,2,1,0
59,4,16,3,4220,19,12,40,1,1,0
32,1,16,4,4510,47,2,25,2,2,0
18,1,19,5,4640,6,17,12,2,1,0
20,1,19,5,5400,12,5,40,2,1,0
26,1,22,1,3150,36,0,40,2,1,1
46,6,16,1,20,217,1,40,2,9,0
27,2,20,5,5120,40,2,40,2,1,0
24,1,16,5,4700,17,2,60,1,1,0
20,1,19,5,4055,100,2,30,1,1,0
53,1,19,1,710,6,1,45,2,6,1
67,1,19,3,220,212,0,50,1,1,0
50,4,21,1,3602,6,1,77,2,1,0
50,2,16,2,5740,36,0,40,2,1,1
21,1,19,5,9620,25,2,24,1,1,0
49,1,19,5,20,17,0,60,1,8,1
50,1,23,1,3090,42,1,40,1,1,1
55,1,20,1,3323,42,1,40,2,1,1
56,3,20,3,3255,36,0,60,1,1,1
36,1,9,5,9640,303,0,40,2,1,0
25,3,22,1,2310,6,2,15,2,1,0
45,1,16,3,120,13,0,42,2,1,0
19,1,17,5,9620,48,2,50,1,1,0
40,2,20,1,2545,55,0,10,2,1,0
62,6,19,3,4200,42,0,45,1,1,0
18,1,14,5,4030,23,2,12,2,1,0
62,1,19,3,3255,29,0,50,2,1,1
31,1,18,1,4251,4,1,40,1,1,0
44,1,20,1,3255,48,1,70,2,1,1
76,2,16,5,4040,26,0,22,1,1,0
20,4,19,5,5522,53,17,25,1,1,0
18,1,14,5,5400,29,2,32,2,1,0
32,1,19,1,4240,6,9,45,1,1,0
34,2,21,5,2205,26,0,50,1,1,1
22,1,21,5,2205,210,12,20,1,6,0
22,1,18,5,4720,31,13,32,1,1,0
39,1,21,1,440,37,1,50,1,1,1
41,1,21,1,9130,26,0,6,2,1,0
43,1,1,1,8990,29,1,40,1,1,0
22,1,21,5,8740,42,2,40,1,1,0
42,1,18,3,5240,40,0,40,1,1,0
57,6,21,1,2545,6,1,15,2,1,0
59,1,20,3,8740,45,0,40,2,1,0
45,1,21,5,1108,210,0,50,1,6,1
21,1,16,5,4720,39,2,30,2,1,0
49,7,24,1,8740,24,0,40,1,1,0
20,1,16,5,4760,217,3,30,2,6,0
32,1,19,1,20,132,1,40,2,1,1
48,1,21,5,4700,19,0,50,1,1,1
57,1,18,1,8740,27,1,40,1,1,0
58,1,19,3,5740,47,13,20,2,1,1
19,1,16,5,4600,36,17,15,2,1,0
51,3,21,1,4010,36,1,25,2,1,0
19,2,19,5,5400,47,17,12,2,1,0
20,1,18,5,4110,39,2,6,2,1,0
48,1,17,1,4850,6,0,40,2,1,0
17,1,14,5,4720,51,2,20,2,2,0
19,4,19,5,1050,36,17,20,2,6,0
36,2,21,1,3255,27,0,36,1,1,1
63,1,16,3,9720,26,0,40,1,1,1
55,2,19,3,800,25,0,45,2,1,1
70,6,23,1,2100,40,0,36,1,1,1
50,1,21,1,140,210,0,40,1,6,1
67,1,20,3,9130,19,0,3,1,1,1
19,1,17,5,4020,4,7,40,1,1,0
33,1,21,1,2014,9,0,50,1,1,0
